Quantity,Price Per Unit,Month,DayOfWeek,DayOfMonth,Item_encoded,PaymentMethod_encoded,Total Spent
3.029845546394147,4.0,3.0,3.0,23.0,6.0,1.0,12.119382185576589
3.0,3.0,3.0,3.0,23.0,0.0,3.0,9.0
4.0,2.951765668849392,3.0,3.0,23.0,3.0,2.0,11.807062675397567
1.0,5.0,3.0,3.0,23.0,4.0,0.0,5.0
5.0,3.0,3.0,3.0,23.0,0.0,1.0,15.0
2.0,3.0,3.0,3.0,23.0,0.0,0.0,6.0
4.0,4.0,3.0,3.0,23.0,6.0,3.0,16.0
4.0,3.0,3.0,3.0,23.0,0.0,1.0,12.0
5.0,3.0,3.0,3.0,23.0,3.0,3.0,15.0
4.0,3.0,3.0,3.0,23.0,0.0,3.0,12.0
5.0,2.0,3.0,3.0,23.0,1.0,1.0,10.0
3.0,3.0,3.0,3.0,23.0,3.0,1.0,9.0
4.0,3.0,3.0,3.0,23.0,0.0,2.0,12.0
2.0,5.0,3.0,4.0,24.0,4.0,1.0,10.0
2.0,2.951765668849392,3.0,4.0,24.0,1.0,2.0,5.903531337698784
4.0,3.0,3.0,4.0,24.0,0.0,2.0,12.0
1.0,1.0,3.0,4.0,24.0,2.0,2.0,1.0
4.0,2.951765668849392,3.0,4.0,24.0,6.0,1.0,11.807062675397567
3.0,4.0,3.0,4.0,24.0,6.0,0.0,12.0
4.0,4.0,3.0,4.0,24.0,5.0,3.0,16.0
5.0,3.0,3.0,4.0,24.0,3.0,3.0,15.0
3.0,4.0,3.0,4.0,24.0,6.0,0.0,12.0
1.0,4.0,3.0,4.0,24.0,5.0,3.0,4.0
3.0,1.5,3.0,4.0,24.0,7.0,1.0,4.5
2.0,4.0,3.0,4.0,24.0,6.0,3.0,8.0
4.0,1.5,3.0,4.0,24.0,7.0,0.0,6.0
4.0,4.0,3.0,4.0,24.0,5.0,3.0,16.0
2.0,1.0,3.0,4.0,24.0,2.0,2.0,2.0
4.0,1.0,3.0,4.0,24.0,2.0,2.0,4.0
4.0,1.0,3.0,4.0,24.0,2.0,2.0,4.0
2.0,4.0,3.0,4.0,24.0,6.0,3.0,8.0
3.029845546394147,3.0,3.0,4.0,24.0,0.0,2.0,9.08953663918244
2.0,2.0,3.0,4.0,24.0,1.0,2.0,4.0
2.0,2.0,3.0,4.0,24.0,1.0,0.0,4.0
5.0,2.0,3.0,4.0,24.0,1.0,3.0,10.0
2.0,4.0,3.0,4.0,24.0,6.0,2.0,8.0
3.0,3.0,3.0,4.0,24.0,3.0,3.0,9.0
2.0,5.0,3.0,4.0,24.0,4.0,3.0,10.0
3.0,4.0,3.0,4.0,24.0,5.0,0.0,12.0
5.0,3.0,3.0,5.0,25.0,0.0,0.0,15.0
5.0,3.0,3.0,5.0,25.0,0.0,2.0,15.0
4.0,3.0,3.0,5.0,25.0,3.0,3.0,12.0
3.0,3.0,3.0,5.0,25.0,3.0,2.0,9.0
4.0,4.0,3.0,5.0,25.0,5.0,3.0,16.0
1.0,5.0,3.0,5.0,25.0,4.0,2.0,5.0
2.0,3.0,3.0,5.0,25.0,0.0,2.0,6.0
4.0,5.0,3.0,5.0,25.0,4.0,0.0,20.0
3.029845546394147,3.0,3.0,5.0,25.0,3.0,3.0,9.08953663918244
3.0,4.0,3.0,5.0,25.0,5.0,3.0,12.0
2.0,5.0,3.0,5.0,25.0,4.0,2.0,10.0
3.0,1.5,3.0,5.0,25.0,7.0,0.0,4.5
2.0,3.0,3.0,5.0,25.0,3.0,0.0,6.0
5.0,5.0,3.0,5.0,25.0,4.0,0.0,25.0
1.0,4.0,3.0,5.0,25.0,6.0,3.0,4.0
1.0,4.0,3.0,5.0,25.0,5.0,1.0,4.0
2.0,2.951765668849392,3.0,5.0,25.0,4.0,0.0,5.903531337698784
2.0,4.0,3.0,5.0,25.0,5.0,3.0,8.0
4.0,1.0,3.0,5.0,25.0,2.0,2.0,4.0
3.0,2.0,3.0,5.0,25.0,1.0,3.0,6.0
5.0,2.0,3.0,5.0,25.0,1.0,3.0,10.0
3.0,2.0,3.0,6.0,26.0,1.0,1.0,6.0
1.0,4.0,3.0,6.0,26.0,5.0,0.0,4.0
3.0,4.0,3.0,6.0,26.0,6.0,3.0,12.0
5.0,5.0,3.0,6.0,26.0,4.0,1.0,25.0
4.0,1.0,3.0,6.0,26.0,2.0,0.0,4.0
1.0,4.0,3.0,6.0,26.0,6.0,3.0,4.0
1.0,3.0,3.0,6.0,26.0,3.0,2.0,3.0
1.0,2.0,3.0,6.0,26.0,1.0,3.0,2.0
3.029845546394147,2.0,3.0,6.0,26.0,1.0,2.0,6.059691092788294
3.0,5.0,3.0,6.0,26.0,4.0,1.0,15.0
1.0,4.0,3.0,6.0,26.0,5.0,0.0,4.0
2.0,4.0,3.0,6.0,26.0,5.0,1.0,8.0
1.0,1.5,3.0,6.0,26.0,7.0,0.0,1.5
4.0,1.5,3.0,6.0,26.0,7.0,2.0,6.0
2.0,3.0,3.0,6.0,26.0,3.0,1.0,6.0
4.0,1.5,3.0,6.0,26.0,7.0,2.0,6.0
3.0,2.0,3.0,6.0,26.0,1.0,1.0,6.0
3.0,3.0,3.0,6.0,26.0,3.0,3.0,9.0
5.0,2.951765668849392,3.0,6.0,26.0,5.0,3.0,14.75882834424696
4.0,3.0,3.0,6.0,26.0,3.0,3.0,12.0
2.0,4.0,3.0,6.0,26.0,5.0,0.0,8.0
2.0,3.0,3.0,6.0,26.0,3.0,0.0,6.0
3.0,4.0,3.0,6.0,26.0,5.0,0.0,12.0
1.0,2.951765668849392,3.0,6.0,26.0,1.0,2.0,2.951765668849392
2.0,4.0,3.0,6.0,26.0,6.0,2.0,8.0
5.0,1.0,3.0,6.0,26.0,2.0,2.0,5.0
1.0,3.0,3.0,6.0,26.0,3.0,0.0,3.0
4.0,5.0,3.0,6.0,26.0,4.0,1.0,20.0
5.0,5.0,3.0,6.0,26.0,4.0,1.0,25.0
4.0,3.0,3.0,6.0,26.0,3.0,3.0,12.0
2.0,3.0,3.0,6.0,26.0,0.0,0.0,6.0
5.0,2.951765668849392,3.0,6.0,26.0,7.0,2.0,14.75882834424696
4.0,2.0,3.0,6.0,26.0,1.0,1.0,8.0
3.0,1.0,3.0,6.0,26.0,2.0,0.0,3.0
4.0,2.0,3.0,0.0,27.0,1.0,0.0,8.0
1.0,5.0,3.0,0.0,27.0,4.0,2.0,5.0
4.0,1.5,3.0,0.0,27.0,7.0,1.0,6.0
1.0,2.0,3.0,0.0,27.0,1.0,3.0,2.0
3.029845546394147,1.0,3.0,0.0,27.0,2.0,1.0,3.029845546394147
4.0,1.5,3.0,0.0,27.0,7.0,1.0,6.0
1.0,4.0,3.0,0.0,27.0,5.0,3.0,4.0
4.0,3.0,3.0,0.0,27.0,3.0,3.0,12.0
1.0,3.0,3.0,0.0,27.0,3.0,1.0,3.0
1.0,2.0,3.0,0.0,27.0,1.0,2.0,2.0
1.0,2.0,3.0,0.0,27.0,1.0,3.0,2.0
4.0,2.0,3.0,0.0,27.0,1.0,3.0,8.0
3.0,1.5,3.0,0.0,27.0,7.0,2.0,4.5
2.0,4.0,3.0,0.0,27.0,6.0,1.0,8.0
3.0,3.0,3.0,0.0,27.0,3.0,2.0,9.0
5.0,1.5,3.0,0.0,27.0,7.0,0.0,7.5
5.0,1.0,3.0,0.0,27.0,2.0,1.0,5.0
5.0,2.0,3.0,0.0,27.0,1.0,0.0,10.0
1.0,3.0,3.0,0.0,27.0,3.0,2.0,3.0
3.0,4.0,3.0,0.0,27.0,5.0,0.0,12.0
2.0,1.5,3.0,0.0,27.0,7.0,2.0,3.0
2.0,3.0,3.0,0.0,27.0,0.0,1.0,6.0
4.0,4.0,3.0,0.0,27.0,5.0,1.0,16.0
5.0,3.0,3.0,0.0,27.0,3.0,1.0,15.0
4.0,4.0,3.0,0.0,27.0,6.0,3.0,16.0
1.0,3.0,3.0,1.0,28.0,0.0,1.0,3.0
4.0,5.0,3.0,1.0,28.0,4.0,0.0,20.0
1.0,2.951765668849392,3.0,1.0,28.0,5.0,3.0,2.951765668849392
2.0,4.0,3.0,1.0,28.0,6.0,3.0,8.0
3.0,3.0,3.0,1.0,28.0,3.0,2.0,9.0
3.0,1.0,3.0,1.0,28.0,2.0,0.0,3.0
3.0,2.0,3.0,1.0,28.0,1.0,2.0,6.0
4.0,1.0,3.0,1.0,28.0,2.0,0.0,4.0
2.0,4.0,3.0,1.0,28.0,5.0,3.0,8.0
1.0,2.951765668849392,3.0,1.0,28.0,7.0,3.0,2.951765668849392
2.0,1.0,3.0,1.0,28.0,2.0,2.0,2.0
4.0,4.0,3.0,1.0,28.0,5.0,3.0,16.0
3.0,1.5,3.0,1.0,28.0,7.0,3.0,4.5
5.0,3.0,3.0,1.0,28.0,3.0,3.0,15.0
3.0,2.0,3.0,1.0,28.0,1.0,1.0,6.0
4.0,4.0,3.0,1.0,28.0,5.0,1.0,16.0
3.0,3.0,3.0,1.0,28.0,3.0,1.0,9.0
3.0,4.0,3.0,1.0,28.0,6.0,3.0,12.0
3.0,3.0,3.0,1.0,28.0,3.0,0.0,9.0
5.0,2.951765668849392,3.0,1.0,28.0,5.0,0.0,14.75882834424696
1.0,3.0,3.0,1.0,28.0,3.0,2.0,3.0
2.0,1.5,3.0,1.0,28.0,7.0,2.0,3.0
3.029845546394147,3.0,3.0,1.0,28.0,0.0,3.0,9.08953663918244
4.0,4.0,3.0,1.0,28.0,5.0,0.0,16.0
4.0,3.0,3.0,1.0,28.0,3.0,3.0,12.0
3.0,4.0,3.0,1.0,28.0,5.0,1.0,12.0
5.0,5.0,3.0,1.0,28.0,4.0,2.0,25.0
3.0,4.0,3.0,2.0,29.0,5.0,1.0,12.0
4.0,3.0,3.0,2.0,29.0,0.0,0.0,12.0
3.0,1.5,3.0,2.0,29.0,7.0,3.0,4.5
3.0,1.0,3.0,2.0,29.0,2.0,0.0,3.0
1.0,3.0,3.0,2.0,29.0,3.0,1.0,3.0
3.0,2.0,3.0,2.0,29.0,1.0,3.0,6.0
3.0,2.0,3.0,2.0,29.0,1.0,3.0,6.0
3.0,5.0,3.0,2.0,29.0,4.0,3.0,15.0
4.0,4.0,3.0,2.0,29.0,5.0,0.0,16.0
5.0,2.0,3.0,2.0,29.0,1.0,1.0,10.0
2.0,3.0,3.0,2.0,29.0,0.0,3.0,6.0
1.0,5.0,3.0,2.0,29.0,4.0,1.0,5.0
5.0,5.0,3.0,2.0,29.0,4.0,2.0,25.0
3.0,1.5,3.0,2.0,29.0,7.0,3.0,4.5
2.0,3.0,3.0,3.0,30.0,3.0,0.0,6.0
2.0,4.0,3.0,3.0,30.0,6.0,2.0,8.0
1.0,2.0,3.0,3.0,30.0,1.0,1.0,2.0
1.0,3.0,3.0,3.0,30.0,0.0,3.0,3.0
1.0,3.0,3.0,3.0,30.0,0.0,3.0,3.0
4.0,5.0,3.0,3.0,30.0,4.0,2.0,20.0
5.0,3.0,3.0,3.0,30.0,3.0,3.0,15.0
2.0,2.0,3.0,3.0,30.0,1.0,3.0,4.0
2.0,1.0,3.0,3.0,30.0,2.0,2.0,2.0
3.0,2.951765668849392,3.0,3.0,30.0,4.0,1.0,8.855297006548176
2.0,1.5,3.0,3.0,30.0,7.0,3.0,3.0
4.0,2.0,3.0,3.0,30.0,1.0,3.0,8.0
5.0,4.0,3.0,3.0,30.0,6.0,0.0,20.0
3.0,2.0,3.0,3.0,30.0,1.0,3.0,6.0
5.0,3.0,3.0,3.0,30.0,3.0,0.0,15.0
4.0,2.0,3.0,3.0,30.0,1.0,2.0,8.0
3.029845546394147,3.0,3.0,3.0,30.0,3.0,0.0,9.08953663918244
4.0,5.0,3.0,3.0,30.0,4.0,3.0,20.0
4.0,1.0,3.0,3.0,30.0,2.0,3.0,4.0
2.0,5.0,3.0,3.0,30.0,4.0,1.0,10.0
4.0,4.0,3.0,3.0,30.0,6.0,1.0,16.0
1.0,1.0,3.0,3.0,30.0,2.0,1.0,1.0
2.0,1.0,3.0,3.0,30.0,2.0,0.0,2.0
5.0,4.0,3.0,4.0,31.0,6.0,3.0,20.0
1.0,4.0,3.0,4.0,31.0,6.0,3.0,4.0
3.0,1.0,3.0,4.0,31.0,2.0,3.0,3.0
3.0,2.951765668849392,3.0,4.0,31.0,1.0,3.0,8.855297006548176
2.0,4.0,3.0,4.0,31.0,5.0,2.0,8.0
1.0,1.0,3.0,4.0,31.0,2.0,3.0,1.0
3.0,1.5,3.0,4.0,31.0,7.0,0.0,4.5
5.0,3.0,3.0,4.0,31.0,0.0,1.0,15.0
1.0,1.0,3.0,4.0,31.0,2.0,2.0,1.0
2.0,1.0,3.0,4.0,31.0,2.0,1.0,2.0
4.0,4.0,3.0,4.0,31.0,6.0,0.0,16.0
5.0,2.951765668849392,3.0,4.0,31.0,3.0,0.0,14.75882834424696
2.0,1.0,3.0,4.0,31.0,2.0,1.0,2.0
1.0,3.0,3.0,4.0,31.0,3.0,0.0,3.0
2.0,1.5,3.0,4.0,31.0,7.0,1.0,3.0
5.0,2.951765668849392,3.0,4.0,31.0,3.0,0.0,14.75882834424696
4.0,2.0,3.0,4.0,31.0,1.0,2.0,8.0
5.0,4.0,3.0,4.0,31.0,6.0,1.0,20.0
5.0,2.951765668849392,3.0,4.0,31.0,3.0,0.0,14.75882834424696
5.0,4.0,3.0,4.0,31.0,6.0,1.0,20.0
5.0,4.0,3.0,4.0,31.0,6.0,1.0,20.0
4.0,1.5,3.0,4.0,31.0,7.0,0.0,6.0
5.0,1.5,3.0,4.0,31.0,7.0,2.0,7.5
2.0,5.0,3.0,4.0,31.0,4.0,1.0,10.0
2.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0
4.0,3.0,4.0,5.0,1.0,3.0,3.0,12.0
5.0,2.0,4.0,5.0,1.0,1.0,0.0,10.0
3.0,1.5,4.0,5.0,1.0,7.0,1.0,4.5
4.0,1.5,4.0,5.0,1.0,7.0,0.0,6.0
2.0,2.0,4.0,5.0,1.0,1.0,0.0,4.0
5.0,2.0,4.0,5.0,1.0,1.0,0.0,10.0
5.0,1.0,4.0,5.0,1.0,2.0,1.0,5.0
4.0,2.0,4.0,5.0,1.0,1.0,1.0,8.0
5.0,1.5,4.0,5.0,1.0,7.0,1.0,7.5
1.0,2.0,4.0,5.0,1.0,1.0,0.0,2.0
4.0,5.0,4.0,5.0,1.0,4.0,2.0,20.0
3.0,3.0,4.0,5.0,1.0,0.0,0.0,9.0
4.0,1.0,4.0,5.0,1.0,2.0,3.0,4.0
4.0,4.0,4.0,5.0,1.0,6.0,2.0,16.0
2.0,1.5,4.0,5.0,1.0,7.0,3.0,3.0
5.0,2.0,4.0,5.0,1.0,1.0,3.0,10.0
4.0,5.0,4.0,5.0,1.0,4.0,3.0,20.0
4.0,4.0,4.0,5.0,1.0,6.0,2.0,16.0
4.0,3.0,4.0,5.0,1.0,0.0,2.0,12.0
2.0,3.0,4.0,5.0,1.0,0.0,2.0,6.0
5.0,4.0,4.0,5.0,1.0,6.0,3.0,20.0
5.0,3.0,4.0,5.0,1.0,3.0,3.0,15.0
5.0,4.0,4.0,5.0,1.0,5.0,1.0,20.0
4.0,3.0,4.0,5.0,1.0,0.0,1.0,12.0
2.0,2.0,4.0,6.0,2.0,1.0,3.0,4.0
5.0,1.0,4.0,6.0,2.0,2.0,3.0,5.0
2.0,4.0,4.0,6.0,2.0,6.0,3.0,8.0
3.029845546394147,5.0,4.0,6.0,2.0,4.0,1.0,15.149227731970736
3.0,3.0,4.0,6.0,2.0,3.0,3.0,9.0
4.0,3.0,4.0,6.0,2.0,3.0,0.0,12.0
2.0,2.0,4.0,6.0,2.0,1.0,2.0,4.0
2.0,4.0,4.0,6.0,2.0,5.0,3.0,8.0
1.0,2.0,4.0,6.0,2.0,1.0,3.0,2.0
4.0,3.0,4.0,6.0,2.0,0.0,3.0,12.0
1.0,3.0,4.0,6.0,2.0,0.0,3.0,3.0
4.0,5.0,4.0,6.0,2.0,4.0,2.0,20.0
3.0,4.0,4.0,6.0,2.0,5.0,2.0,12.0
5.0,3.0,4.0,6.0,2.0,3.0,3.0,15.0
3.029845546394147,3.0,4.0,6.0,2.0,0.0,0.0,9.08953663918244
5.0,4.0,4.0,6.0,2.0,6.0,0.0,20.0
2.0,3.0,4.0,6.0,2.0,0.0,3.0,6.0
3.029845546394147,5.0,4.0,6.0,2.0,4.0,2.0,15.149227731970736
1.0,1.0,4.0,6.0,2.0,2.0,1.0,1.0
5.0,1.0,4.0,6.0,2.0,2.0,2.0,5.0
5.0,1.0,4.0,6.0,2.0,2.0,3.0,5.0
3.0,1.0,4.0,6.0,2.0,2.0,0.0,3.0
5.0,3.0,4.0,6.0,2.0,3.0,3.0,15.0
5.0,3.0,4.0,6.0,2.0,0.0,3.0,15.0
5.0,1.5,4.0,6.0,2.0,7.0,3.0,7.5
4.0,3.0,4.0,6.0,2.0,0.0,1.0,12.0
3.0,2.0,4.0,6.0,2.0,1.0,0.0,6.0
2.0,3.0,4.0,6.0,2.0,3.0,2.0,6.0
2.0,1.0,4.0,6.0,2.0,2.0,3.0,2.0
3.029845546394147,1.0,4.0,6.0,2.0,2.0,1.0,3.029845546394147
2.0,4.0,4.0,6.0,2.0,6.0,2.0,8.0
3.0,3.0,4.0,0.0,3.0,3.0,3.0,9.0
4.0,2.0,4.0,0.0,3.0,1.0,2.0,8.0
2.0,3.0,4.0,0.0,3.0,0.0,0.0,6.0
5.0,1.0,4.0,0.0,3.0,2.0,0.0,5.0
4.0,4.0,4.0,0.0,3.0,6.0,3.0,16.0
1.0,3.0,4.0,0.0,3.0,3.0,2.0,3.0
4.0,2.0,4.0,0.0,3.0,1.0,2.0,8.0
3.0,1.0,4.0,0.0,3.0,2.0,1.0,3.0
3.0,3.0,4.0,0.0,3.0,3.0,0.0,9.0
2.0,2.951765668849392,4.0,0.0,3.0,7.0,1.0,5.903531337698784
3.029845546394147,1.5,4.0,0.0,3.0,7.0,0.0,4.5447683195912205
2.0,1.5,4.0,0.0,3.0,7.0,3.0,3.0
4.0,5.0,4.0,0.0,3.0,4.0,3.0,20.0
5.0,2.0,4.0,0.0,3.0,1.0,3.0,10.0
1.0,5.0,4.0,0.0,3.0,4.0,3.0,5.0
2.0,4.0,4.0,1.0,4.0,5.0,3.0,8.0
3.0,4.0,4.0,1.0,4.0,6.0,3.0,12.0
1.0,3.0,4.0,1.0,4.0,0.0,3.0,3.0
3.0,3.0,4.0,1.0,4.0,3.0,3.0,9.0
2.0,1.0,4.0,1.0,4.0,2.0,2.0,2.0
1.0,3.0,4.0,1.0,4.0,0.0,1.0,3.0
4.0,1.5,4.0,1.0,4.0,7.0,3.0,6.0
1.0,4.0,4.0,1.0,4.0,5.0,3.0,4.0
3.0,4.0,4.0,1.0,4.0,6.0,1.0,12.0
4.0,5.0,4.0,1.0,4.0,4.0,2.0,20.0
1.0,4.0,4.0,1.0,4.0,6.0,1.0,4.0
4.0,3.0,4.0,1.0,4.0,3.0,3.0,12.0
5.0,2.0,4.0,1.0,4.0,1.0,1.0,10.0
1.0,1.5,4.0,1.0,4.0,7.0,1.0,1.5
1.0,5.0,4.0,1.0,4.0,4.0,3.0,5.0
5.0,4.0,4.0,1.0,4.0,6.0,1.0,20.0
3.029845546394147,4.0,4.0,1.0,4.0,6.0,0.0,12.119382185576589
2.0,4.0,4.0,1.0,4.0,6.0,3.0,8.0
4.0,5.0,4.0,1.0,4.0,4.0,3.0,20.0
5.0,3.0,4.0,1.0,4.0,3.0,2.0,15.0
3.0,2.0,4.0,2.0,5.0,1.0,0.0,6.0
3.0,3.0,4.0,2.0,5.0,0.0,2.0,9.0
1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0
2.0,1.5,4.0,2.0,5.0,7.0,3.0,3.0
4.0,3.0,4.0,2.0,5.0,0.0,3.0,12.0
2.0,2.0,4.0,2.0,5.0,1.0,2.0,4.0
2.0,1.0,4.0,2.0,5.0,2.0,3.0,2.0
2.0,5.0,4.0,2.0,5.0,4.0,1.0,10.0
4.0,3.0,4.0,2.0,5.0,0.0,2.0,12.0
2.0,2.0,4.0,2.0,5.0,1.0,3.0,4.0
3.0,2.0,4.0,2.0,5.0,1.0,3.0,6.0
3.0,4.0,4.0,2.0,5.0,6.0,1.0,12.0
5.0,2.0,4.0,2.0,5.0,1.0,3.0,10.0
3.0,1.5,4.0,2.0,5.0,7.0,2.0,4.5
3.0,3.0,4.0,2.0,5.0,3.0,2.0,9.0
2.0,4.0,4.0,3.0,6.0,6.0,0.0,8.0
3.0,3.0,4.0,3.0,6.0,0.0,0.0,9.0
3.0,4.0,4.0,3.0,6.0,6.0,2.0,12.0
4.0,1.0,4.0,3.0,6.0,2.0,2.0,4.0
3.0,5.0,4.0,3.0,6.0,4.0,3.0,15.0
1.0,4.0,4.0,3.0,6.0,5.0,1.0,4.0
2.0,1.5,4.0,3.0,6.0,7.0,2.0,3.0
4.0,3.0,4.0,3.0,6.0,0.0,0.0,12.0
1.0,1.0,4.0,3.0,6.0,2.0,1.0,1.0
1.0,5.0,4.0,3.0,6.0,4.0,1.0,5.0
3.029845546394147,4.0,4.0,3.0,6.0,5.0,0.0,12.119382185576589
5.0,1.0,4.0,3.0,6.0,2.0,2.0,5.0
2.0,5.0,4.0,3.0,6.0,4.0,0.0,10.0
5.0,3.0,4.0,3.0,6.0,0.0,3.0,15.0
5.0,4.0,4.0,3.0,6.0,5.0,3.0,20.0
3.029845546394147,3.0,4.0,3.0,6.0,0.0,0.0,9.08953663918244
3.029845546394147,4.0,4.0,3.0,6.0,5.0,0.0,12.119382185576589
3.0,1.5,4.0,3.0,6.0,7.0,3.0,4.5
1.0,2.0,4.0,3.0,6.0,1.0,0.0,2.0
4.0,4.0,4.0,3.0,6.0,5.0,2.0,16.0
3.0,1.0,4.0,3.0,6.0,2.0,3.0,3.0
5.0,1.0,4.0,3.0,6.0,2.0,2.0,5.0
2.0,1.5,4.0,3.0,6.0,7.0,2.0,3.0
2.0,1.0,4.0,3.0,6.0,2.0,0.0,2.0
3.0,3.0,4.0,3.0,6.0,0.0,2.0,9.0
4.0,3.0,4.0,3.0,6.0,3.0,1.0,12.0
4.0,3.0,4.0,3.0,6.0,3.0,0.0,12.0
5.0,3.0,4.0,3.0,6.0,0.0,2.0,15.0
3.0,4.0,4.0,3.0,6.0,6.0,3.0,12.0
2.0,3.0,4.0,3.0,6.0,0.0,2.0,6.0
2.0,4.0,4.0,3.0,6.0,5.0,3.0,8.0
4.0,5.0,4.0,3.0,6.0,4.0,2.0,20.0
3.0,4.0,4.0,3.0,6.0,6.0,3.0,12.0
1.0,2.0,4.0,3.0,6.0,1.0,2.0,2.0
3.0,4.0,4.0,4.0,7.0,6.0,2.0,12.0
5.0,4.0,4.0,4.0,7.0,6.0,1.0,20.0
1.0,5.0,4.0,4.0,7.0,4.0,2.0,5.0
5.0,3.0,4.0,4.0,7.0,0.0,2.0,15.0
2.0,5.0,4.0,4.0,7.0,4.0,3.0,10.0
5.0,4.0,4.0,4.0,7.0,6.0,0.0,20.0
1.0,2.0,4.0,4.0,7.0,1.0,0.0,2.0
2.0,4.0,4.0,4.0,7.0,5.0,0.0,8.0
3.029845546394147,4.0,4.0,4.0,7.0,6.0,3.0,12.119382185576589
5.0,5.0,4.0,4.0,7.0,4.0,1.0,25.0
3.0,4.0,4.0,4.0,7.0,6.0,2.0,12.0
2.0,2.0,4.0,4.0,7.0,1.0,0.0,4.0
2.0,2.0,4.0,4.0,7.0,1.0,3.0,4.0
5.0,5.0,4.0,4.0,7.0,4.0,3.0,25.0
4.0,1.5,4.0,4.0,7.0,7.0,0.0,6.0
5.0,3.0,4.0,4.0,7.0,3.0,2.0,15.0
3.029845546394147,2.0,4.0,4.0,7.0,1.0,3.0,6.059691092788294
4.0,3.0,4.0,4.0,7.0,3.0,0.0,12.0
5.0,3.0,4.0,4.0,7.0,3.0,3.0,15.0
1.0,2.951765668849392,4.0,4.0,7.0,7.0,3.0,2.951765668849392
2.0,1.5,4.0,5.0,8.0,7.0,0.0,3.0
2.0,1.0,4.0,5.0,8.0,2.0,0.0,2.0
4.0,1.5,4.0,5.0,8.0,7.0,2.0,6.0
2.0,1.5,4.0,5.0,8.0,7.0,3.0,3.0
5.0,1.0,4.0,5.0,8.0,2.0,2.0,5.0
3.0,5.0,4.0,5.0,8.0,4.0,0.0,15.0
5.0,1.5,4.0,5.0,8.0,7.0,2.0,7.5
3.0,5.0,4.0,5.0,8.0,4.0,1.0,15.0
5.0,3.0,4.0,5.0,8.0,0.0,0.0,15.0
3.029845546394147,3.0,4.0,5.0,8.0,3.0,2.0,9.08953663918244
4.0,4.0,4.0,5.0,8.0,6.0,1.0,16.0
4.0,2.951765668849392,4.0,5.0,8.0,3.0,1.0,11.807062675397567
2.0,2.0,4.0,5.0,8.0,1.0,2.0,4.0
2.0,3.0,4.0,5.0,8.0,0.0,3.0,6.0
5.0,1.5,4.0,5.0,8.0,7.0,2.0,7.5
1.0,1.5,4.0,5.0,8.0,7.0,0.0,1.5
2.0,3.0,4.0,5.0,8.0,0.0,3.0,6.0
3.029845546394147,5.0,4.0,5.0,8.0,4.0,3.0,15.149227731970736
3.0,5.0,4.0,5.0,8.0,4.0,3.0,15.0
3.0,4.0,4.0,5.0,8.0,5.0,1.0,12.0
1.0,1.0,4.0,5.0,8.0,2.0,0.0,1.0
2.0,3.0,4.0,5.0,8.0,0.0,0.0,6.0
2.0,3.0,4.0,5.0,8.0,3.0,3.0,6.0
4.0,2.951765668849392,4.0,5.0,8.0,5.0,2.0,11.807062675397567
1.0,4.0,4.0,5.0,8.0,5.0,1.0,4.0
5.0,1.0,4.0,5.0,8.0,2.0,2.0,5.0
4.0,3.0,4.0,5.0,8.0,3.0,0.0,12.0
4.0,5.0,4.0,5.0,8.0,4.0,3.0,20.0
4.0,4.0,4.0,6.0,9.0,5.0,1.0,16.0
4.0,5.0,4.0,6.0,9.0,4.0,3.0,20.0
5.0,4.0,4.0,6.0,9.0,6.0,2.0,20.0
5.0,3.0,4.0,6.0,9.0,0.0,2.0,15.0
3.0,2.951765668849392,4.0,6.0,9.0,4.0,1.0,8.855297006548176
5.0,1.0,4.0,6.0,9.0,2.0,0.0,5.0
3.0,5.0,4.0,6.0,9.0,4.0,2.0,15.0
2.0,3.0,4.0,6.0,9.0,3.0,0.0,6.0
4.0,3.0,4.0,6.0,9.0,0.0,1.0,12.0
2.0,4.0,4.0,6.0,9.0,6.0,3.0,8.0
5.0,2.0,4.0,6.0,9.0,1.0,1.0,10.0
3.0,1.5,4.0,6.0,9.0,7.0,0.0,4.5
2.0,4.0,4.0,6.0,9.0,5.0,1.0,8.0
3.0,3.0,4.0,6.0,9.0,3.0,1.0,9.0
3.0,5.0,4.0,6.0,9.0,4.0,0.0,15.0
4.0,2.0,4.0,6.0,9.0,1.0,3.0,8.0
5.0,3.0,4.0,6.0,9.0,0.0,1.0,15.0
3.0,4.0,4.0,6.0,9.0,5.0,2.0,12.0
5.0,3.0,4.0,6.0,9.0,0.0,2.0,15.0
3.0,1.5,4.0,6.0,9.0,7.0,3.0,4.5
5.0,3.0,4.0,6.0,9.0,3.0,3.0,15.0
4.0,1.0,4.0,6.0,9.0,2.0,3.0,4.0
2.0,2.0,4.0,6.0,9.0,1.0,0.0,4.0
2.0,4.0,4.0,6.0,9.0,6.0,3.0,8.0
2.0,1.5,4.0,6.0,9.0,7.0,1.0,3.0
2.0,1.5,4.0,6.0,9.0,7.0,0.0,3.0
2.0,3.0,4.0,6.0,9.0,0.0,0.0,6.0
2.0,2.0,4.0,0.0,10.0,1.0,1.0,4.0
2.0,5.0,4.0,0.0,10.0,4.0,2.0,10.0
1.0,2.951765668849392,4.0,0.0,10.0,0.0,3.0,2.951765668849392
